@relation 'data-weka.filters.unsupervised.attribute.Remove-R3,14-weka.filters.unsupervised.attribute.ReplaceMissingValues'

@attribute age numeric
@attribute workclass {State-gov,Self-emp-not-inc,Private,Federal-gov,Local-gov,Self-emp-inc,Without-pay,Never-worked}
@attribute education {Bachelors,HS-grad,11th,Masters,9th,Some-college,Assoc-acdm,Assoc-voc,7th-8th,Doctorate,Prof-school,5th-6th,10th,1st-4th,Preschool,12th}
@attribute education-num numeric
@attribute marital-status {Never-married,Married-civ-spouse,Divorced,Married-spouse-absent,Separated,Married-AF-spouse,Widowed}
@attribute occupation {Adm-clerical,Exec-managerial,Handlers-cleaners,Prof-specialty,Other-service,Sales,Craft-repair,Transport-moving,Farming-fishing,Machine-op-inspct,Tech-support,Protective-serv,Armed-Forces,Priv-house-serv}
@attribute relationship {Not-in-family,Husband,Wife,Own-child,Unmarried,Other-relative}
@attribute race {White,Black,Asian-Pac-Islander,Amer-Indian-Eskimo,Other}
@attribute sex {Male,Female}
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute class {<=50K,>50K}

@data
51,Private,Assoc-voc,11,Divorced,Tech-support,Husband,Black,Female,0,0,40,<=50K
56,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,20,<=50K
58,Private,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Male,0,0,40,<=50K
22,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,25,<=50K
54,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,<=50K
30,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,<=50K
60,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,22,<=50K
34,Private,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,<=50K
48,Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,<=50K
25,Private,Assoc-acdm,12,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,<=50K
38,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,48,<=50K
45,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,48,<=50K
46,Private,Bachelors,13,Married-civ-spouse,Sales,Wife,Black,Female,0,0,40,<=50K
53,Federal-gov,Masters,14,Never-married,Prof-specialty,Husband,White,Male,0,0,40,<=50K
32,Private,10th,6,Never-married,Craft-repair,Husband,White,Male,0,0,40,<=50K
37,Self-emp-not-inc,Assoc-voc,11,Never-married,Other-service,Own-child,White,Female,0,0,40,<=50K
20,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,<=50K
54,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,<=50K
22,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K
32,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,Black,Female,2580,0,21,<=50K
43,Private,Some-college,10,Never-married,Sales,Husband,White,Male,0,0,56,<=50K
43,Private,HS-grad,9,Widowed,Craft-repair,Husband,White,Male,0,0,40,<=50K
39,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,<=50K
32,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,15,<=50K
39,Private,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Male,0,0,60,>50K
29,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,<=50K
44,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,>50K
38,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
36,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,<=50K
56,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,1887,50,<=50K
39,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,<=50K
39,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,<=50K
50,Private,5th-6th,3,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,<=50K
31,Private,Bachelors,13,Widowed,Sales,Husband,White,Female,0,0,40,<=50K
34,Private,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,<=50K
39,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,0,0,40,<=50K
58,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,>50K
54,Federal-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,<=50K
40,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,<=50K
69,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,9386,0,40,<=50K
37,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,30,<=50K
39,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,>50K
31,Local-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,60,<=50K
56,Private,12th,8,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,<=50K
47,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,<=50K
29,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,>50K
37,Private,Masters,14,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,0,0,50,>50K
29,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,60,<=50K
39,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Black,Male,0,0,40,<=50K
32,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,<=50K
38,Self-emp-not-inc,HS-grad,9,Never-married,Other-service,Husband,Other,Male,0,0,40,<=50K
45,Federal-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,<=50K
58,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,<=50K
41,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,2635,0,40,<=50K
25,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,<=50K
27,Local-gov,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
34,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,0,0,38,<=50K
36,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,<=50K
35,Federal-gov,Bachelors,13,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,<=50K
33,Private,7th-8th,4,Divorced,Other-service,Husband,White,Female,0,0,40,<=50K
22,Private,Bachelors,13,Never-married,Other-service,Own-child,White,Male,0,0,40,<=50K
56,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,0,0,38,<=50K
70,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
44,Private,11th,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,<=50K
41,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Husband,Black,Female,0,0,40,<=50K
23,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,38,<=50K
58,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,3103,0,60,>50K
47,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,38,<=50K
57,Local-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,<=50K
48,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,48,<=50K
42,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,<=50K
21,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,<=50K
20,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,1602,25,<=50K
34,Self-emp-not-inc,11th,7,Married-civ-spouse,Farming-fishing,Wife,White,Male,0,0,88,<=50K
56,Private,11th,7,Divorced,Other-service,Husband,White,Female,0,0,40,<=50K
75,Private,HS-grad,9,Widowed,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,0,0,12,<=50K
48,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,3103,0,24,<=50K
39,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
30,Private,Some-college,10,Widowed,Other-service,Other-relative,Black,Female,0,0,8,<=50K
21,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,<=50K
46,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,55,>50K
46,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Female,0,0,40,<=50K
22,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,<=50K
41,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,<=50K
26,Private,Bachelors,13,Never-married,Exec-managerial,Husband,White,Male,0,0,60,<=50K
29,Private,9th,5,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,<=50K
33,Private,5th-6th,3,Never-married,Handlers-cleaners,Husband,White,Male,0,0,40,<=50K
43,Private,Some-college,10,Divorced,Sales,Other-relative,White,Female,0,0,35,<=50K
29,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,<=50K
59,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
26,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,<=50K
44,Self-emp-inc,11th,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,<=50K
48,Private,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,15,<=50K
30,Local-gov,Bachelors,13,Never-married,Prof-specialty,Husband,White,Female,0,0,40,<=50K
49,Private,12th,8,Married-civ-spouse,Transport-moving,Wife,White,Male,0,0,40,<=50K
39,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,3411,0,50,<=50K
63,Private,9th,5,Widowed,Adm-clerical,Husband,White,Male,0,0,40,<=50K
40,Private,Masters,14,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,<=50K
32,Private,Assoc-acdm,12,Never-married,Other-service,Husband,White,Female,0,0,80,<=50K
23,Private,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,<=50K
44,Private,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,25,<=50K
32,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,<=50K
32,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,15,<=50K
41,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,60,<=50K
56,Private,HS-grad,9,Widowed,Adm-clerical,Husband,White,Female,0,0,8,<=50K
36,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,>50K
38,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,<=50K
22,Private,11th,7,Separated,Adm-clerical,Not-in-family,White,Female,0,0,60,<=50K
30,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,60,<=50K
29,Local-gov,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,20,<=50K
22,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
45,Private,Some-college,10,Divorced,Transport-moving,Husband,White,Male,0,0,40,<=50K
44,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
73,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,40,<=50K
35,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,>50K
67,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,25,<=50K
47,Private,10th,6,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,<=50K
17,Private,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,594,0,40,<=50K
55,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,<=50K
46,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Wife,Black,Male,0,0,60,>50K
38,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,<=50K
55,Without-pay,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30,<=50K
22,Private,HS-grad,9,Never-married,Sales,Other-relative,Black,Male,0,0,40,<=50K
43,Private,Bachelors,13,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,16,<=50K
73,Private,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,<=50K
26,Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,<=50K
20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,28,<=50K
59,Private,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
19,Private,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,<=50K
26,Private,Assoc-acdm,12,Never-married,Other-service,Husband,White,Male,0,0,20,<=50K
22,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,0,40,<=50K
45,Private,Assoc-voc,11,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,25,<=50K
39,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,40,>50K
51,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,25,>50K
42,Private,7th-8th,4,Married-civ-spouse,Priv-house-serv,Husband,Other,Female,0,0,40,<=50K
24,Private,Some-college,10,Never-married,Sales,Husband,White,Male,0,0,50,<=50K
24,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,30,<=50K
45,Private,HS-grad,9,Divorced,Adm-clerical,Husband,White,Female,0,0,40,<=50K
36,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,0,40,<=50K
65,Federal-gov,HS-grad,9,Widowed,Adm-clerical,Husband,Black,Female,0,0,40,<=50K
68,Private,10th,6,Widowed,Adm-clerical,Husband,Black,Female,0,0,30,<=50K
55,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Female,5178,0,40,<=50K
32,Private,Some-college,10,Never-married,Craft-repair,Husband,White,Female,2174,0,40,<=50K
24,Private,HS-grad,9,Never-married,Transport-moving,Husband,White,Male,0,0,40,<=50K
71,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,>50K
23,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,<=50K
48,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,40,<=50K
27,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,65,<=50K
47,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,40,<=50K
63,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Female,0,0,40,<=50K
39,Private,HS-grad,9,Divorced,Craft-repair,Husband,White,Male,0,0,40,>50K
24,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,<=50K
43,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,<=50K
64,Private,10th,6,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,<=50K
26,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Female,0,0,20,<=50K
42,Local-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,32,<=50K
52,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,<=50K
61,Private,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,38,<=50K
41,Private,Bachelors,13,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,<=50K
44,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,<=50K
17,Private,9th,5,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,<=50K
40,Private,Masters,14,Divorced,Prof-specialty,Husband,White,Female,0,0,60,<=50K
36,Private,7th-8th,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,8,<=50K
39,Private,Some-college,10,Separated,Prof-specialty,Husband,White,Female,0,0,40,<=50K
33,Private,5th-6th,3,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,<=50K
25,Private,11th,7,Never-married,Other-service,Other-relative,Other,Male,0,0,25,<=50K
53,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,>50K
49,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,>50K
27,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,<=50K
52,Private,Assoc-acdm,12,Divorced,Handlers-cleaners,Husband,White,Female,0,0,24,<=50K
30,Private,Some-college,10,Never-married,Other-service,Husband,White,Male,0,0,24,<=50K
23,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,<=50K
18,State-gov,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Female,0,0,40,<=50K
36,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,<=50K
39,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,16,<=50K
31,State-gov,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,<=50K
45,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,<=50K
37,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,<=50K
40,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,35,<=50K
47,Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,<=50K
30,State-gov,12th,8,Never-married,Protective-serv,Husband,Black,Female,0,0,40,<=50K
22,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,0,0,40,<=50K
31,Private,Some-college,10,Separated,Adm-clerical,Not-in-family,White,Male,0,0,60,<=50K
52,Self-emp-not-inc,Some-college,10,Married-spouse-absent,Exec-managerial,Husband,White,Female,0,0,60,<=50K
35,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,55,<=50K
50,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Female,0,0,30,<=50K
44,Private,Some-college,10,Divorced,Adm-clerical,Husband,Asian-Pac-Islander,Female,0,0,40,<=50K
36,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,36,>50K
28,Private,HS-grad,9,Married-civ-spouse,Other-service,Other-relative,White,Female,0,0,40,<=50K
17,Private,10th,6,Never-married,Craft-repair,Own-child,White,Male,0,0,40,<=50K
46,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,5178,0,50,<=50K
39,Private,Assoc-acdm,12,Divorced,Prof-specialty,Husband,White,Female,0,1380,40,<=50K
22,Private,Assoc-acdm,12,Married-AF-spouse,Adm-clerical,Wife,White,Female,0,0,40,<=50K
28,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,<=50K
53,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,99999,0,60,>50K
53,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,>50K
47,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,<=50K
40,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Female,0,0,40,<=50K
20,Private,Some-college,10,Never-married,Adm-clerical,Husband,White,Female,0,0,28,<=50K
43,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,<=50K
21,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,1762,40,<=50K
21,Private,Some-college,10,Never-married,Exec-managerial,Husband,White,Male,0,0,50,<=50K
18,Private,11th,7,Never-married,Sales,Own-child,White,Male,0,0,12,<=50K
18,Private,11th,7,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,0,0,40,<=50K
57,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Husband,White,Female,0,0,40,<=50K
42,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,>50K
27,Private,10th,6,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,<=50K
18,Private,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,60,<=50K
45,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,55,<=50K
28,State-gov,HS-grad,9,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,<=50K
52,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Wife,Black,Male,0,0,40,<=50K
65,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,40,<=50K
67,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,>50K
57,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
38,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,40,<=50K
37,Private,10th,6,Divorced,Transport-moving,Other-relative,White,Male,0,0,40,<=50K
52,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,35,<=50K
40,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,>50K
68,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,22,<=50K
25,Private,Some-college,10,Married-spouse-absent,Transport-moving,Other-relative,White,Male,0,0,50,<=50K
55,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,22,<=50K
20,Private,HS-grad,9,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,40,<=50K
69,Private,1st-4th,2,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,<=50K
63,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,40,<=50K
49,Federal-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,<=50K
21,Private,Some-college,10,Never-married,Sales,Husband,White,Female,0,0,40,<=50K
19,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Other,Male,0,0,40,<=50K
22,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,<=50K
38,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,>50K
21,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,40,<=50K
37,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,>50K
76,Private,7th-8th,4,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,<=50K
50,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,<=50K
42,Private,Some-college,10,Divorced,Adm-clerical,Husband,White,Female,0,0,40,<=50K
39,State-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,<=50K
41,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
59,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,>50K
36,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,<=50K
59,Private,HS-grad,9,Never-married,Exec-managerial,Husband,White,Female,0,625,20,<=50K
57,State-gov,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,72,<=50K
46,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,>50K
51,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Other-service,Wife,White,Female,0,0,20,<=50K
64,Private,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,Other,Male,0,0,36,<=50K
60,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,22,<=50K
31,State-gov,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,50,>50K
58,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,22,<=50K
66,Private,10th,6,Widowed,Other-service,Husband,White,Female,0,0,10,<=50K
26,Private,Masters,14,Never-married,Adm-clerical,Husband,Other,Male,0,0,48,<=50K
55,Private,Bachelors,13,Divorced,Sales,Other-relative,Asian-Pac-Islander,Female,0,2559,43,>50K
31,Private,11th,7,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,32,<=50K
22,Private,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Female,0,0,60,<=50K
43,Local-gov,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,<=50K
17,Private,12th,8,Never-married,Sales,Own-child,White,Female,0,0,35,<=50K
23,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,<=50K
65,Local-gov,Some-college,10,Divorced,Handlers-cleaners,Husband,White,Male,0,0,40,<=50K
17,Private,7th-8th,4,Never-married,Farming-fishing,Other-relative,Other,Male,0,0,40,<=50K
51,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,<=50K
47,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40,<=50K
34,Local-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,<=50K
33,Private,Assoc-voc,11,Never-married,Exec-managerial,Husband,Black,Female,0,0,40,<=50K
30,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,70,<=50K
26,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,28,<=50K
34,Private,Some-college,10,Divorced,Craft-repair,Husband,White,Male,0,0,40,<=50K
54,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,<=50K
50,Private,10th,6,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,<=50K
28,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,<=50K
58,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,35,>50K
32,Private,Some-college,10,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,50,<=50K
20,Private,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,22,<=50K
