@relation 'data-weka.filters.unsupervised.attribute.Remove-R3,9,14'

@attribute age numeric
@attribute workclass {'?',Federal-gov,Local-gov,Never-worked,Private,Self-emp-inc,Self-emp-not-inc,State-gov,Without-pay}
@attribute education {10th,11th,12th,1st-4th,5th-6th,7th-8th,9th,Assoc-acdm,Assoc-voc,Bachelors,Doctorate,HS-grad,Masters,Preschool,Prof-school,Some-college}
@attribute education-num numeric
@attribute marital-status {Divorced,Married-AF-spouse,Married-civ-spouse,Married-spouse-absent,Never-married,Separated,Widowed}
@attribute occupation {'?',Adm-clerical,Armed-Forces,Craft-repair,Exec-managerial,Farming-fishing,Handlers-cleaners,Machine-op-inspct,Other-service,Priv-house-serv,Prof-specialty,Protective-serv,Sales,Tech-support,Transport-moving}
@attribute relationship {Husband,Not-in-family,Other-relative,Own-child,Unmarried,Wife}
@attribute sex {Female,Male}
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute class {<=50K,>50K}

@data
31,Private,Bachelors,13,Never-married,Prof-specialty,Husband,Female,0,0,45,<=50K
41,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,45,>50K
25,Private,10th,6,Never-married,Sales,Not-in-family,Female,0,0,25,<=50K
36,Private,HS-grad,9,Divorced,Handlers-cleaners,Husband,Female,0,0,40,<=50K
29,Private,Bachelors,13,Never-married,Craft-repair,Husband,Male,0,0,50,<=50K
28,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Wife,Female,0,0,20,<=50K
26,Private,Bachelors,13,Never-married,Exec-managerial,Husband,Female,0,0,40,<=50K
18,Private,9th,5,Never-married,Farming-fishing,Not-in-family,Female,0,0,38,<=50K
45,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,>50K
52,Local-gov,9th,5,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,<=50K
54,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Wife,Female,0,0,40,<=50K
20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Male,0,0,20,<=50K
44,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,42,<=50K
54,Private,Some-college,10,Never-married,Other-service,Husband,Female,0,0,40,<=50K
43,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,30,>50K
21,Private,Some-college,10,Never-married,Tech-support,Own-child,Female,0,0,40,<=50K
33,Private,Some-college,10,Married-civ-spouse,Other-service,Wife,Female,0,0,40,<=50K
57,Private,5th-6th,3,Never-married,Other-service,Husband,Female,0,0,40,<=50K
57,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
49,Private,HS-grad,9,Separated,Other-service,Husband,Female,0,0,20,<=50K
38,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Wife,Male,0,0,40,<=50K
27,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,65,<=50K
33,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,<=50K
51,Private,Bachelors,13,Never-married,Prof-specialty,Husband,Male,0,0,15,<=50K
32,Self-emp-not-inc,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Male,0,0,55,>50K
20,Private,Some-college,10,Never-married,Other-service,Own-child,Female,0,0,40,<=50K
40,Self-emp-inc,HS-grad,9,Married-civ-spouse,Other-service,Wife,Female,0,0,20,<=50K
48,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,40,<=50K
22,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,Female,0,0,40,<=50K
24,Private,Some-college,10,Never-married,Exec-managerial,Own-child,Male,0,0,40,<=50K
38,Self-emp-not-inc,Some-college,10,Never-married,Craft-repair,Own-child,Male,0,0,20,<=50K
51,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,2002,50,<=50K
41,Self-emp-not-inc,Some-college,10,Never-married,Exec-managerial,Other-relative,Male,2354,0,50,<=50K
27,Private,Assoc-voc,11,Never-married,Sales,Husband,Male,0,0,50,<=50K
20,Private,HS-grad,9,Divorced,Sales,Not-in-family,Female,0,0,50,<=50K
37,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
46,Private,HS-grad,9,Never-married,Transport-moving,Husband,Male,0,0,65,<=50K
60,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,<=50K
37,Private,7th-8th,4,Divorced,Other-service,Not-in-family,Female,0,0,40,<=50K
34,State-gov,HS-grad,9,Divorced,Other-service,Husband,Female,0,0,40,<=50K
39,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,<=50K
30,Private,HS-grad,9,Married-civ-spouse,Priv-house-serv,Wife,Female,0,0,30,<=50K
40,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,35,<=50K
25,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,30,<=50K
31,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,40,<=50K
27,Local-gov,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Male,0,0,38,<=50K
43,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,60,>50K
39,Self-emp-not-inc,10th,6,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
34,Self-emp-inc,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,12,<=50K
24,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,Male,0,0,40,<=50K
40,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,7298,0,60,>50K
49,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,40,>50K
25,Private,11th,7,Never-married,Other-service,Not-in-family,Female,0,0,40,<=50K
48,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,35,<=50K
39,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Male,0,0,40,<=50K
48,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
45,Private,Bachelors,13,Married-civ-spouse,Other-service,Wife,Male,0,0,35,<=50K
56,Local-gov,9th,5,Married-civ-spouse,Other-service,Husband,Male,0,0,40,<=50K
56,Private,HS-grad,9,Never-married,Craft-repair,Husband,Male,0,0,40,<=50K
46,Federal-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Male,0,0,40,<=50K
37,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,>50K
23,Private,1st-4th,2,Married-civ-spouse,Other-service,Wife,Male,0,0,53,<=50K
42,Private,HS-grad,9,Never-married,Other-service,Own-child,Female,0,0,40,<=50K
19,Private,12th,8,Never-married,Sales,Own-child,Female,0,0,35,<=50K
24,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,Male,0,0,40,<=50K
21,Private,Some-college,10,Never-married,Sales,Own-child,Female,0,0,40,<=50K
31,Private,Assoc-acdm,12,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,<=50K
53,Private,HS-grad,9,Never-married,Machine-op-inspct,Husband,Male,0,0,40,<=50K
25,Private,Some-college,10,Never-married,Adm-clerical,Husband,Female,0,0,28,<=50K
42,Private,Bachelors,13,Divorced,Exec-managerial,Husband,Female,0,0,48,<=50K
41,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,1977,35,>50K
30,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Female,0,0,40,<=50K
21,Private,Assoc-voc,11,Never-married,Exec-managerial,Own-child,Male,0,0,35,<=50K
36,Private,5th-6th,3,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,<=50K
42,State-gov,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,Male,0,0,40,<=50K
17,Private,11th,7,Never-married,Other-service,Own-child,Female,0,0,22,<=50K
31,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,<=50K
63,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,1848,60,>50K
46,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,Male,0,0,42,<=50K
54,Local-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,60,<=50K
35,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,32,<=50K
28,Private,Some-college,10,Divorced,Adm-clerical,Husband,Female,6497,0,40,<=50K
61,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,Male,0,0,45,<=50K
32,Private,Some-college,10,Never-married,Handlers-cleaners,Husband,Male,0,0,40,<=50K
26,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,Female,0,0,40,<=50K
17,Private,11th,7,Never-married,Handlers-cleaners,Own-child,Male,0,0,40,<=50K
45,Private,HS-grad,9,Divorced,Exec-managerial,Husband,Female,0,0,40,<=50K
56,Private,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,Male,0,0,55,<=50K
41,Local-gov,HS-grad,9,Divorced,Prof-specialty,Husband,Female,0,0,40,<=50K
72,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,Male,0,0,45,<=50K
53,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,60,<=50K
59,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,10,<=50K
46,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,<=50K
30,Private,HS-grad,9,Married-civ-spouse,Tech-support,Wife,Female,0,0,32,<=50K
25,Private,Assoc-voc,11,Never-married,Adm-clerical,Husband,Female,0,0,40,<=50K
35,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,35,<=50K
49,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,Female,0,0,40,<=50K
27,State-gov,Prof-school,15,Never-married,Prof-specialty,Husband,Male,0,0,40,<=50K
34,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,Female,0,0,24,<=50K
46,Private,Some-college,10,Divorced,Craft-repair,Husband,Male,0,0,40,<=50K
39,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,35,<=50K
26,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,35,<=50K
61,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,<=50K
32,Self-emp-inc,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,Male,0,0,50,<=50K
43,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Other-relative,Male,0,0,40,<=50K
27,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Transport-moving,Other-relative,Male,0,0,50,>50K
31,Self-emp-not-inc,Bachelors,13,Never-married,Tech-support,Husband,Male,0,0,40,<=50K
20,Private,Some-college,10,Never-married,Sales,Not-in-family,Male,0,0,40,<=50K
60,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,Male,0,0,40,<=50K
42,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,Female,0,0,40,<=50K
28,Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,50,<=50K
44,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Male,0,1887,50,>50K
41,Local-gov,HS-grad,9,Divorced,Exec-managerial,Husband,Female,0,0,35,<=50K
47,Local-gov,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,Male,0,0,45,>50K
30,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Female,0,0,60,>50K
22,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Male,0,0,50,<=50K
49,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Husband,Female,0,0,35,<=50K
37,Local-gov,Masters,14,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,<=50K
22,State-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,Male,0,0,15,<=50K
30,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,<=50K
63,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,15,<=50K
30,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,40,<=50K
47,Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Female,0,0,40,<=50K
39,Private,Bachelors,13,Never-married,Transport-moving,Other-relative,Female,0,0,45,<=50K
30,Private,Assoc-voc,11,Divorced,Sales,Not-in-family,Female,0,0,40,<=50K
52,Private,HS-grad,9,Widowed,Other-service,Husband,Female,0,0,24,<=50K
38,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,50,<=50K
60,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,Male,0,0,40,<=50K
26,Private,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,Female,0,0,40,<=50K
46,Federal-gov,Bachelors,13,Never-married,Prof-specialty,Husband,Male,2354,0,45,<=50K
38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
20,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,40,<=50K
23,Private,Some-college,10,Married-civ-spouse,Sales,Wife,Female,0,0,25,<=50K
37,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,<=50K
51,Local-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,<=50K
22,Private,12th,8,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,<=50K
25,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Female,0,0,45,<=50K
43,Private,Masters,14,Married-civ-spouse,Exec-managerial,Wife,Male,0,0,40,>50K
63,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,56,<=50K
27,Local-gov,Some-college,10,Never-married,Craft-repair,Not-in-family,Male,0,0,45,<=50K
49,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,1887,40,<=50K
41,State-gov,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,<=50K
31,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,35,<=50K
41,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,35,<=50K
64,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Male,0,0,40,<=50K
26,Private,Assoc-voc,11,Never-married,Craft-repair,Own-child,Male,0,0,38,<=50K
37,Private,12th,8,Divorced,Machine-op-inspct,Husband,Female,0,0,40,<=50K
38,Private,Some-college,10,Never-married,Tech-support,Own-child,Male,0,0,16,<=50K
50,Private,HS-grad,9,Divorced,Craft-repair,Husband,Male,0,0,40,<=50K
44,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,<=50K
43,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,40,<=50K
30,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,<=50K
22,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,38,<=50K
50,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,>50K
51,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,55,<=50K
52,Private,HS-grad,9,Divorced,Adm-clerical,Husband,Female,0,0,40,<=50K
19,Private,Some-college,10,Never-married,Adm-clerical,Husband,Female,0,0,28,<=50K
35,Private,Masters,14,Never-married,Sales,Husband,Male,0,0,60,<=50K
19,Private,Some-college,10,Never-married,Other-service,Own-child,Female,0,0,40,<=50K
65,Private,Some-college,10,Divorced,Prof-specialty,Husband,Male,11678,0,50,<=50K
52,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,0,1887,70,>50K
51,State-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,<=50K
29,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,<=50K
33,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
45,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,>50K
32,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
28,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,Female,0,0,40,<=50K
33,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,40,<=50K
23,Private,HS-grad,9,Never-married,Transport-moving,Husband,Male,0,0,40,<=50K
35,Private,11th,7,Separated,Machine-op-inspct,Husband,Male,0,0,40,<=50K
30,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,<=50K
39,Local-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,<=50K
34,Private,HS-grad,9,Never-married,Adm-clerical,Husband,Female,0,0,40,<=50K
55,Self-emp-not-inc,Masters,14,Never-married,Prof-specialty,Husband,Female,5455,0,50,<=50K
32,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
33,Private,HS-grad,9,Never-married,Craft-repair,Other-relative,Male,0,0,40,<=50K
29,Private,Some-college,10,Married-civ-spouse,Transport-moving,Wife,Male,0,0,50,<=50K
55,Local-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,32,<=50K
57,State-gov,HS-grad,9,Married-civ-spouse,Other-service,Wife,Female,0,0,72,<=50K
21,Private,10th,6,Never-married,Prof-specialty,Husband,Female,0,0,40,<=50K
32,State-gov,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Male,0,0,20,<=50K
23,Private,Bachelors,13,Never-married,Other-service,Husband,Female,0,0,20,<=50K
38,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,<=50K
19,Private,HS-grad,9,Married-AF-spouse,Adm-clerical,Husband,Female,0,0,25,<=50K
60,Local-gov,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,40,<=50K
20,Self-emp-not-inc,Some-college,10,Never-married,Prof-specialty,Own-child,Male,0,0,10,<=50K
17,Private,11th,7,Divorced,Sales,Own-child,Female,0,0,40,<=50K
24,Private,Bachelors,13,Never-married,Prof-specialty,Husband,Female,0,1741,45,<=50K
36,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,55,<=50K
75,State-gov,Some-college,10,Widowed,Adm-clerical,Husband,Female,0,0,38,<=50K
45,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Female,0,0,40,<=50K
64,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,Female,0,0,20,<=50K
25,Private,Bachelors,13,Never-married,Sales,Husband,Male,0,0,40,<=50K
40,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Wife,Female,0,0,45,<=50K
23,Private,9th,5,Never-married,Handlers-cleaners,Other-relative,Male,0,0,39,<=50K
35,Private,10th,6,Married-civ-spouse,Other-service,Husband,Male,0,0,40,<=50K
53,Private,10th,6,Married-civ-spouse,Other-service,Wife,Female,0,0,24,<=50K
31,Federal-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Male,0,0,60,<=50K
40,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Female,0,0,40,<=50K
21,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Wife,Male,0,0,40,<=50K
21,Private,HS-grad,9,Never-married,Adm-clerical,Husband,Female,0,0,37,<=50K
31,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,70,>50K
33,Private,Masters,14,Never-married,Prof-specialty,Husband,Female,0,0,40,<=50K
40,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,56,<=50K
47,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,3103,0,48,<=50K
53,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,>50K
32,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,20,<=50K
73,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,<=50K
37,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,>50K
55,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,Male,0,0,30,<=50K
54,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,<=50K
38,Private,7th-8th,4,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,35,<=50K
47,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,<=50K
32,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Female,0,0,40,<=50K
39,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,<=50K
19,Private,HS-grad,9,Never-married,Sales,Own-child,Female,0,0,40,<=50K
29,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,<=50K
58,Local-gov,HS-grad,9,Separated,Other-service,Husband,Female,0,0,40,<=50K
24,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Wife,Female,0,0,35,<=50K
29,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Female,0,0,40,<=50K
37,Private,HS-grad,9,Never-married,Tech-support,Not-in-family,Male,0,0,40,<=50K
45,Private,Masters,14,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,40,<=50K
31,Federal-gov,Assoc-acdm,12,Never-married,Adm-clerical,Husband,Male,0,0,60,<=50K
61,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,6,>50K
21,Private,Some-college,10,Separated,Other-service,Husband,Female,0,0,35,>50K
59,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,35,<=50K
28,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Female,0,0,43,<=50K
26,Private,HS-grad,9,Never-married,Machine-op-inspct,Husband,Male,0,0,40,<=50K
25,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,<=50K
20,State-gov,Some-college,10,Never-married,Adm-clerical,Own-child,Female,0,0,40,<=50K
28,Self-emp-not-inc,HS-grad,9,Divorced,Farming-fishing,Husband,Male,0,0,50,<=50K
56,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Male,0,0,50,<=50K
41,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,15,<=50K
36,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
19,Private,Some-college,10,Never-married,Other-service,Own-child,Female,0,0,40,<=50K
40,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,48,<=50K
30,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Female,0,0,40,<=50K
39,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,<=50K
34,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Wife,Male,0,0,40,<=50K
24,Private,10th,6,Never-married,Machine-op-inspct,Husband,Male,0,0,40,<=50K
24,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,Male,0,0,40,<=50K
18,Private,HS-grad,9,Never-married,Protective-serv,Own-child,Male,34095,0,3,<=50K
39,Private,Bachelors,13,Never-married,Prof-specialty,Husband,Male,0,0,65,<=50K
31,Private,HS-grad,9,Never-married,Adm-clerical,Husband,Female,0,0,40,<=50K
60,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,35,<=50K
59,Local-gov,10th,6,Widowed,Other-service,Husband,Female,0,0,30,<=50K
51,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
64,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,2635,0,40,<=50K
55,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,40,<=50K
28,Private,HS-grad,9,Never-married,Machine-op-inspct,Husband,Male,0,0,40,<=50K
43,Private,Some-college,10,Divorced,Sales,Husband,Male,0,0,56,<=50K
37,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
61,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
36,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,7298,0,40,>50K
69,Private,HS-grad,9,Widowed,Handlers-cleaners,Husband,Female,0,0,30,<=50K
49,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
55,Local-gov,10th,6,Married-civ-spouse,Other-service,Wife,Female,0,0,24,<=50K
45,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,1977,48,>50K
25,Private,Some-college,10,Never-married,Tech-support,Husband,Female,0,0,40,<=50K
48,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
31,Private,Bachelors,13,Never-married,Sales,Husband,Female,0,0,40,<=50K
47,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,35,<=50K
37,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Female,0,0,40,<=50K
42,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,35,<=50K
25,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,Female,0,0,40,<=50K
59,Private,12th,8,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,<=50K
34,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,35,<=50K
23,Private,Some-college,10,Never-married,Other-service,Own-child,Male,0,0,20,<=50K
53,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,72,<=50K
33,Self-emp-inc,Some-college,10,Married-civ-spouse,Other-service,Husband,Female,99999,0,50,>50K
34,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,Female,0,0,35,<=50K
37,State-gov,Bachelors,13,Divorced,Prof-specialty,Husband,Female,0,0,40,<=50K
28,Local-gov,Masters,14,Never-married,Prof-specialty,Husband,Female,0,0,50,<=50K
48,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
24,Private,HS-grad,9,Never-married,Other-service,Own-child,Female,0,0,40,<=50K
17,Private,11th,7,Never-married,Other-service,Own-child,Female,0,0,22,<=50K
36,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Male,0,0,40,<=50K
45,Self-emp-not-inc,Some-college,10,Never-married,Farming-fishing,Own-child,Male,0,0,10,<=50K
23,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Male,0,0,40,<=50K
34,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,<=50K
64,State-gov,Some-college,10,Separated,Adm-clerical,Husband,Female,0,0,50,<=50K
37,Private,Some-college,10,Never-married,Other-service,Own-child,Male,0,0,20,<=50K
35,Private,Bachelors,13,Never-married,Prof-specialty,Husband,Female,0,0,45,<=50K
44,State-gov,Masters,14,Never-married,Prof-specialty,Husband,Female,0,0,60,<=50K
54,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,<=50K
