@relation 'data-weka.filters.unsupervised.attribute.Remove-R3,9,14'

@attribute age numeric
@attribute workclass {'?',Federal-gov,Local-gov,Never-worked,Private,Self-emp-inc,Self-emp-not-inc,State-gov,Without-pay}
@attribute education {10th,11th,12th,1st-4th,5th-6th,7th-8th,9th,Assoc-acdm,Assoc-voc,Bachelors,Doctorate,HS-grad,Masters,Preschool,Prof-school,Some-college}
@attribute education-num numeric
@attribute marital-status {Divorced,Married-AF-spouse,Married-civ-spouse,Married-spouse-absent,Never-married,Separated,Widowed}
@attribute occupation {'?',Adm-clerical,Armed-Forces,Craft-repair,Exec-managerial,Farming-fishing,Handlers-cleaners,Machine-op-inspct,Other-service,Priv-house-serv,Prof-specialty,Protective-serv,Sales,Tech-support,Transport-moving}
@attribute relationship {Husband,Not-in-family,Other-relative,Own-child,Unmarried,Wife}
@attribute sex {Female,Male}
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute class {<=50K,>50K}

@data
71,?,10th,6,Married-civ-spouse,?,Wife,Female,0,0,40,<=50K
17,Private,10th,6,Never-married,Other-service,Other-relative,Female,0,0,20,<=50K
50,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Male,0,0,35,<=50K
63,?,HS-grad,9,Married-civ-spouse,?,Husband,Male,0,0,40,<=50K
43,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,<=50K
26,Private,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,Male,0,0,40,<=50K
36,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,20,<=50K
34,Private,5th-6th,3,Married-spouse-absent,Machine-op-inspct,Other-relative,Male,0,0,40,<=50K
25,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Female,0,0,20,<=50K
62,?,Some-college,10,Never-married,?,Husband,Female,0,0,40,<=50K
38,State-gov,Masters,14,Married-civ-spouse,Exec-managerial,Own-child,Female,0,0,40,<=50K
24,Private,Some-college,10,Married-civ-spouse,Other-service,Own-child,Female,0,0,35,<=50K
49,Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,<=50K
34,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Female,0,0,11,<=50K
45,?,7th-8th,4,Married-civ-spouse,?,Husband,Female,3942,0,8,<=50K
28,?,HS-grad,9,Married-civ-spouse,?,Husband,Female,0,0,40,<=50K
23,Private,Bachelors,13,Never-married,Tech-support,Own-child,Female,0,0,40,<=50K
40,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,40,<=50K
51,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Wife,Female,0,0,60,<=50K
24,State-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Female,0,0,40,<=50K
34,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Wife,Female,0,0,25,<=50K
40,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Female,0,0,40,<=50K
46,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Wife,Female,0,0,99,<=50K
24,Private,11th,7,Never-married,Other-service,Other-relative,Female,0,0,24,<=50K
47,Private,10th,6,Divorced,Adm-clerical,Not-in-family,Female,0,0,40,<=50K
42,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,>50K
38,Private,10th,6,Divorced,Other-service,Husband,Female,0,0,40,<=50K
56,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
40,State-gov,HS-grad,9,Separated,Adm-clerical,Husband,Female,0,0,40,<=50K
41,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,<=50K
43,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Female,15024,0,40,<=50K
58,Self-emp-not-inc,Masters,14,Married-civ-spouse,Sales,Husband,Male,0,0,40,>50K
19,Private,11th,7,Never-married,Other-service,Own-child,Male,0,0,12,<=50K
44,?,HS-grad,9,Divorced,?,Husband,Female,0,0,40,<=50K
35,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,20,<=50K
67,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,75,<=50K
35,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,32,<=50K
21,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Male,0,0,40,<=50K
22,Private,Some-college,10,Never-married,Sales,Own-child,Male,0,0,20,<=50K
34,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,Male,27828,0,60,>50K
35,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Sales,Wife,Female,0,0,30,<=50K
35,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Wife,Male,0,0,40,<=50K
41,Local-gov,Assoc-acdm,12,Never-married,Prof-specialty,Husband,Male,0,0,60,<=50K
21,Private,Some-college,10,Never-married,Sales,Own-child,Female,0,1762,40,<=50K
70,?,Assoc-voc,11,Widowed,?,Husband,Female,0,0,38,<=50K
43,Private,Some-college,10,Never-married,Exec-managerial,Husband,Female,2174,0,40,<=50K
20,Private,10th,6,Never-married,Sales,Not-in-family,Male,0,0,40,<=50K
68,?,Bachelors,13,Never-married,?,Husband,Male,0,0,35,<=50K
27,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,35,<=50K
18,Private,11th,7,Never-married,Other-service,Own-child,Female,0,0,22,<=50K
21,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Male,0,0,40,<=50K
27,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
36,Self-emp-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,7298,0,40,<=50K
46,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,38,<=50K
32,Private,Assoc-acdm,12,Divorced,Prof-specialty,Husband,Female,0,0,40,<=50K
36,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Wife,Female,0,0,20,<=50K
25,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Male,0,0,40,<=50K
24,Private,5th-6th,3,Never-married,Farming-fishing,Not-in-family,Male,0,0,35,<=50K
45,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,<=50K
26,Private,Some-college,10,Never-married,Adm-clerical,Husband,Female,0,0,40,<=50K
56,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,>50K
28,Local-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,35,<=50K
30,Private,Assoc-acdm,12,Never-married,Exec-managerial,Own-child,Female,0,0,40,<=50K
47,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,<=50K
47,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Female,7298,0,40,<=50K
35,Private,Assoc-voc,11,Married-spouse-absent,Machine-op-inspct,Husband,Male,0,0,40,<=50K
55,Private,HS-grad,9,Separated,Machine-op-inspct,Husband,Male,4865,0,38,<=50K
78,?,7th-8th,4,Married-civ-spouse,?,Husband,Male,0,0,8,<=50K
27,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,65,<=50K
45,State-gov,Bachelors,13,Never-married,Exec-managerial,Own-child,Male,0,0,40,>50K
38,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Female,0,0,40,<=50K
53,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,<=50K
32,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,>50K
35,Private,Masters,14,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,40,<=50K
70,?,HS-grad,9,Married-civ-spouse,?,Wife,Female,0,0,30,<=50K
60,Private,9th,5,Married-civ-spouse,Other-service,Wife,Female,0,0,40,<=50K
49,Private,Some-college,10,Divorced,Exec-managerial,Husband,Male,0,0,40,>50K
39,Federal-gov,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,1977,50,<=50K
85,?,7th-8th,4,Widowed,?,Husband,Female,0,0,40,<=50K
45,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,7688,0,40,>50K
83,?,HS-grad,9,Never-married,?,Husband,Female,0,0,35,<=50K
52,?,HS-grad,9,Married-civ-spouse,?,Husband,Male,0,0,40,>50K
37,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,Male,0,0,52,<=50K
41,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,40,>50K
39,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,40,<=50K
60,Private,Some-college,10,Divorced,Adm-clerical,Husband,Male,0,0,40,<=50K
47,Local-gov,Some-college,10,Married-civ-spouse,Other-service,Husband,Male,0,0,40,<=50K
47,Private,10th,6,Divorced,Transport-moving,Husband,Male,0,0,40,<=50K
24,Private,12th,8,Married-civ-spouse,Other-service,Wife,Female,0,0,34,<=50K
46,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,35,<=50K
25,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,<=50K
47,Private,HS-grad,9,Divorced,Other-service,Husband,Female,0,0,40,<=50K
56,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,>50K
55,Private,Masters,14,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,40,>50K
58,Private,HS-grad,9,Divorced,Craft-repair,Husband,Male,14344,0,40,<=50K
60,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Female,0,0,40,<=50K
59,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,40,<=50K
39,Private,10th,6,Never-married,Machine-op-inspct,Husband,Female,0,0,40,<=50K
35,Private,HS-grad,9,Never-married,Sales,Not-in-family,Male,0,0,30,<=50K
41,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Female,0,0,40,<=50K
24,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,35,<=50K
50,Local-gov,11th,7,Married-civ-spouse,Transport-moving,Wife,Female,0,0,40,<=50K
36,Private,HS-grad,9,Never-married,Adm-clerical,Husband,Female,0,0,40,<=50K
44,Private,Some-college,10,Divorced,Machine-op-inspct,Husband,Male,0,0,40,<=50K
23,Private,HS-grad,9,Never-married,Sales,Own-child,Male,0,0,40,<=50K
25,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,<=50K
60,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,Female,0,0,20,<=50K
21,Private,5th-6th,3,Never-married,Machine-op-inspct,Other-relative,Male,0,0,40,<=50K
49,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,15,<=50K
38,Local-gov,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,Male,0,0,45,<=50K
30,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Female,0,0,65,<=50K
38,State-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,20,<=50K
42,Private,10th,6,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,<=50K
25,Local-gov,Some-college,10,Never-married,Adm-clerical,Husband,Female,0,0,40,<=50K
59,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,>50K
25,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Female,0,0,48,<=50K
32,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,48,<=50K
45,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,40,>50K
32,Private,Bachelors,13,Never-married,Exec-managerial,Husband,Male,0,0,60,<=50K
27,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,Female,0,0,50,<=50K
43,Federal-gov,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,Female,0,0,40,>50K
24,?,HS-grad,9,Married-civ-spouse,?,Wife,Female,0,0,22,<=50K
53,?,HS-grad,9,Married-civ-spouse,?,Husband,Male,0,0,40,<=50K
58,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
63,?,7th-8th,4,Married-civ-spouse,?,Husband,Male,3103,0,8,<=50K
62,Federal-gov,Masters,14,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,60,<=50K
47,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,55,<=50K
47,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Wife,Male,0,0,40,>50K
44,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,40,<=50K
37,State-gov,Some-college,10,Divorced,Adm-clerical,Husband,Female,0,0,40,<=50K
45,Private,Some-college,10,Divorced,Adm-clerical,Husband,Male,0,0,40,<=50K
29,Private,HS-grad,9,Separated,Other-service,Husband,Female,0,0,30,<=50K
25,Private,Assoc-acdm,12,Never-married,Handlers-cleaners,Own-child,Male,0,0,20,<=50K
45,?,7th-8th,4,Never-married,?,Husband,Female,0,0,25,<=50K
46,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,>50K
58,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,<=50K
69,Private,Masters,14,Separated,Craft-repair,Husband,Male,0,0,40,<=50K
22,Private,Some-college,10,Never-married,Other-service,Own-child,Male,0,0,30,<=50K
40,?,Some-college,10,Married-civ-spouse,?,Husband,Male,0,0,30,<=50K
81,?,7th-8th,4,Widowed,?,Husband,Female,0,0,40,<=50K
38,Private,Bachelors,13,Never-married,Exec-managerial,Husband,Male,0,0,60,<=50K
48,Private,HS-grad,9,Divorced,Other-service,Husband,Female,0,0,40,<=50K
83,?,HS-grad,9,Widowed,?,Husband,Female,0,0,8,<=50K
50,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,Male,0,0,40,<=50K
23,Private,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Other-relative,Male,0,0,40,<=50K
41,Self-emp-not-inc,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
48,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,40,<=50K
47,Private,Preschool,1,Never-married,Sales,Husband,Female,0,0,30,<=50K
22,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Female,0,0,55,<=50K
41,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,40,>50K
34,Private,Assoc-acdm,12,Never-married,Machine-op-inspct,Husband,Male,0,0,40,>50K
57,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,15,<=50K
28,Self-emp-not-inc,Masters,14,Divorced,Sales,Husband,Male,0,0,60,<=50K
61,Private,9th,5,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,40,<=50K
53,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,>50K
53,Private,5th-6th,3,Married-civ-spouse,Sales,Wife,Female,0,0,38,<=50K
25,Private,Some-college,10,Never-married,Transport-moving,Own-child,Male,0,2258,50,>50K
52,Private,HS-grad,9,Divorced,Machine-op-inspct,Husband,Male,0,0,40,>50K
52,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,45,<=50K
27,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,40,<=50K
26,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,30,<=50K
35,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Female,0,0,40,<=50K
33,State-gov,Masters,14,Never-married,Prof-specialty,Husband,Male,0,0,30,<=50K
27,Private,HS-grad,9,Never-married,Handlers-cleaners,Husband,Male,0,0,40,<=50K
30,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,<=50K
51,Private,Assoc-voc,11,Divorced,Tech-support,Husband,Female,0,0,40,<=50K
56,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,20,<=50K
58,Private,Bachelors,13,Married-civ-spouse,Sales,Wife,Male,0,0,40,<=50K
22,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,Female,0,0,25,<=50K
54,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,<=50K
30,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,Male,0,0,30,<=50K
60,?,HS-grad,9,Married-civ-spouse,?,Wife,Female,0,0,22,<=50K
34,Private,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,<=50K
48,Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,60,<=50K
25,Private,Assoc-acdm,12,Never-married,Handlers-cleaners,Own-child,Male,0,0,20,<=50K
38,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Female,0,0,48,<=50K
45,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Female,0,0,48,<=50K
46,Private,Bachelors,13,Married-civ-spouse,Sales,Wife,Female,0,0,40,<=50K
53,Federal-gov,Masters,14,Never-married,Prof-specialty,Husband,Male,0,0,40,<=50K
32,Private,10th,6,Never-married,Craft-repair,Husband,Male,0,0,40,<=50K
37,Self-emp-not-inc,Assoc-voc,11,Never-married,Other-service,Own-child,Female,0,0,40,<=50K
20,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Male,0,0,40,<=50K
54,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,48,<=50K
22,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,<=50K
32,?,Assoc-acdm,12,Married-civ-spouse,?,Husband,Female,2580,0,21,<=50K
43,Private,Some-college,10,Never-married,Sales,Husband,Male,0,0,56,<=50K
43,Private,HS-grad,9,Widowed,Craft-repair,Husband,Male,0,0,40,<=50K
39,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,35,<=50K
32,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Other-service,Wife,Female,0,0,15,<=50K
39,Private,Bachelors,13,Married-civ-spouse,Sales,Wife,Male,0,0,60,>50K
29,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Male,0,0,40,<=50K
44,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,>50K
38,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
36,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,<=50K
56,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,Male,0,1887,50,<=50K
39,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,Male,0,0,40,<=50K
39,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,<=50K
50,?,5th-6th,3,Married-civ-spouse,?,Wife,Female,0,0,40,<=50K
31,Private,Bachelors,13,Widowed,Sales,Husband,Female,0,0,40,<=50K
34,Private,Some-college,10,Married-civ-spouse,Tech-support,Wife,Female,0,0,40,<=50K
39,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Male,0,0,40,<=50K
58,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,>50K
54,Federal-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,<=50K
40,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,65,<=50K
69,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,9386,0,40,<=50K
37,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Wife,Female,0,0,30,<=50K
39,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,Male,15024,0,50,>50K
31,Local-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,60,<=50K
56,Private,12th,8,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,<=50K
47,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,20,<=50K
29,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,>50K
37,Private,Masters,14,Married-civ-spouse,Exec-managerial,Other-relative,Male,0,0,50,>50K
29,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Female,0,0,60,<=50K
39,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Male,0,0,40,<=50K
32,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,Female,0,0,40,<=50K
38,Self-emp-not-inc,HS-grad,9,Never-married,Other-service,Husband,Male,0,0,40,<=50K
45,Federal-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,<=50K
58,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,<=50K
41,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,Male,2635,0,40,<=50K
25,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,<=50K
27,Local-gov,10th,6,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
34,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Male,0,0,38,<=50K
36,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,40,<=50K
35,Federal-gov,Bachelors,13,Married-civ-spouse,Tech-support,Wife,Female,0,0,40,<=50K
33,Private,7th-8th,4,Divorced,Other-service,Husband,Female,0,0,40,<=50K
22,Private,Bachelors,13,Never-married,Other-service,Own-child,Male,0,0,40,<=50K
56,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Male,0,0,38,<=50K
70,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
44,Private,11th,7,Married-civ-spouse,Sales,Husband,Male,0,0,50,<=50K
41,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Husband,Female,0,0,40,<=50K
23,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,38,<=50K
58,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,3103,0,60,>50K
47,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,38,<=50K
57,Local-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,<=50K
48,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Other-service,Husband,Male,0,0,48,<=50K
42,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,45,<=50K
21,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Male,0,0,40,<=50K
20,Private,Some-college,10,Never-married,Sales,Not-in-family,Female,0,1602,25,<=50K
34,Self-emp-not-inc,11th,7,Married-civ-spouse,Farming-fishing,Wife,Male,0,0,88,<=50K
56,Private,11th,7,Divorced,Other-service,Husband,Female,0,0,40,<=50K
75,?,HS-grad,9,Widowed,?,Other-relative,Female,0,0,12,<=50K
48,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,Male,3103,0,24,<=50K
39,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
30,Private,Some-college,10,Widowed,Other-service,Other-relative,Female,0,0,8,<=50K
21,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Male,0,0,40,<=50K
46,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,55,>50K
46,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Female,0,0,40,<=50K
22,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Male,0,0,40,<=50K
41,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Wife,Female,0,0,40,<=50K
26,Private,Bachelors,13,Never-married,Exec-managerial,Husband,Male,0,0,60,<=50K
29,Private,9th,5,Divorced,Craft-repair,Not-in-family,Male,0,0,40,<=50K
33,Private,5th-6th,3,Never-married,Handlers-cleaners,Husband,Male,0,0,40,<=50K
43,Private,Some-college,10,Divorced,Sales,Other-relative,Female,0,0,35,<=50K
29,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,<=50K
59,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
26,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,48,<=50K
44,Self-emp-inc,11th,7,Married-civ-spouse,Sales,Husband,Male,0,0,50,<=50K
48,Private,Masters,14,Married-civ-spouse,Tech-support,Husband,Male,0,0,15,<=50K
30,Local-gov,Bachelors,13,Never-married,Prof-specialty,Husband,Female,0,0,40,<=50K
49,Private,12th,8,Married-civ-spouse,Transport-moving,Wife,Male,0,0,40,<=50K
39,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Male,3411,0,50,<=50K
63,?,9th,5,Widowed,?,Husband,Male,0,0,40,<=50K
40,Private,Masters,14,Married-civ-spouse,Sales,Wife,Female,0,0,40,<=50K
32,Private,Assoc-acdm,12,Never-married,Other-service,Husband,Female,0,0,80,<=50K
23,Private,Assoc-voc,11,Never-married,Tech-support,Not-in-family,Female,0,0,40,<=50K
44,Private,7th-8th,4,Married-civ-spouse,Other-service,Husband,Male,0,0,25,<=50K
32,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,<=50K
32,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,15,<=50K
41,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,60,<=50K
56,?,HS-grad,9,Widowed,?,Husband,Female,0,0,8,<=50K
36,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,7688,0,40,>50K
38,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,40,<=50K
22,?,11th,7,Separated,?,Not-in-family,Female,0,0,60,<=50K
30,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Male,0,0,60,<=50K
29,Local-gov,HS-grad,9,Never-married,Farming-fishing,Not-in-family,Male,0,0,20,<=50K
22,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
45,Private,Some-college,10,Divorced,Transport-moving,Husband,Male,0,0,40,<=50K
44,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
73,?,HS-grad,9,Married-civ-spouse,?,Wife,Male,0,0,40,<=50K
35,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,>50K
67,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,25,<=50K
47,Private,10th,6,Married-civ-spouse,Sales,Husband,Male,0,0,40,<=50K
17,Private,10th,6,Never-married,Craft-repair,Not-in-family,Male,594,0,40,<=50K
55,?,HS-grad,9,Married-civ-spouse,?,Husband,Male,0,0,40,<=50K
46,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Wife,Male,0,0,60,>50K
38,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,35,<=50K
