@relation test_miss-weka.filters.unsupervised.attribute.ReplaceMissingValues

@attribute age numeric
@attribute workclass {Local-gov,Private,State-gov,Self-emp-inc,Federal-gov,Self-emp-not-inc,Never-worked,Without-pay}
@attribute fnlwgt numeric
@attribute education {7th-8th,HS-grad,Bachelors,Masters,Some-college,Prof-school,10th,1st-4th,11th,5th-6th,Assoc-voc,Doctorate,12th,Assoc-acdm,Preschool,9th}
@attribute education-num numeric
@attribute marital-status {Married-civ-spouse,Divorced,Separated,Widowed,Never-married,Married-spouse-absent,Married-AF-spouse}
@attribute occupation {Farming-fishing,Craft-repair,Adm-clerical,Prof-specialty,Sales,Other-service,Protective-serv,Transport-moving,Machine-op-inspct,Tech-support,Exec-managerial,Handlers-cleaners,Priv-house-serv,Armed-Forces}
@attribute relationship {Husband,Wife,Own-child,Not-in-family,Other-relative}
@attribute race {White,Black,Asian-Pac-Islander,Other,Amer-Indian-Eskimo}
@attribute sex {Male,Female}
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute native-country {United-States,Iran,Puerto-Rico,El-Salvador,Haiti,Mexico,Scotland,Cuba,Philippines,Trinadad&Tobago,Canada,Peru,Laos,Dominican-Republic,England,Poland,Japan,Vietnam,Ecuador,Columbia,Germany,Italy,South,France,India,Honduras,China,Greece,Jamaica,Taiwan,Guatemala,Portugal,Nicaragua,Outlying-US(Guam-USVI-etc),Cambodia,Hungary,Ireland,Hong}
@attribute class {<=50K,>50K}

@data
42,Private,229450,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
43,Private,173019,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,40,United-States,>50K
28,Private,157346,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K
38,Private,27888,Assoc-voc,11,Divorced,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
22,Private,142277,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
67,Private,189589,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,0,0,40,United-States,<=50K
33,Private,208119,HS-grad,9,Married-civ-spouse,Protective-serv,Wife,White,Male,0,0,40,United-States,<=50K
28,Private,154411,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,Mexico,<=50K
20,Private,291292,Some-college,10,Never-married,Other-service,Husband,White,Male,0,0,24,United-States,<=50K
17,Private,181066,11th,7,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K
49,Private,394417,Doctorate,16,Married-civ-spouse,Sales,Wife,White,Male,0,0,60,United-States,>50K
29,Private,44711,Bachelors,13,Never-married,Prof-specialty,Husband,White,Male,0,0,65,United-States,<=50K
59,Private,228173,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,<=50K
57,Private,74049,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
30,Private,144805,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
33,Self-emp-not-inc,135906,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,40,United-States,<=50K
43,Private,134346,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K
54,Private,128666,HS-grad,9,Divorced,Sales,Husband,White,Male,0,0,48,Italy,<=50K
34,State-gov,234221,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,15024,0,40,United-States,<=50K
31,Private,187323,Bachelors,13,Never-married,Prof-specialty,Husband,White,Male,0,0,65,United-States,<=50K
79,Self-emp-inc,209106,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K
23,Private,96528,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,Cuba,<=50K
42,Private,271970,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K
25,Private,196438,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
28,Private,73198,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,38,Columbia,<=50K
38,Self-emp-inc,54892,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
17,Private,194766,10th,6,Never-married,Sales,Own-child,White,Male,0,0,30,United-States,<=50K
28,Private,126740,HS-grad,9,Married-civ-spouse,Sales,Wife,Black,Female,0,0,40,United-States,<=50K
68,State-gov,175378,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,1409,0,50,United-States,<=50K
25,Private,216792,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,0,0,28,United-States,<=50K
56,Private,197493,1st-4th,2,Separated,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
39,Self-emp-not-inc,105971,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
43,Private,211139,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,38,Poland,<=50K
31,Private,45636,Prof-school,15,Never-married,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
18,Private,110464,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,12,United-States,<=50K
44,Self-emp-not-inc,136216,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
53,Local-gov,151866,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
61,Federal-gov,28083,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,40,United-States,<=50K
44,Private,119578,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K
40,Private,124122,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,35,United-States,<=50K
41,Private,453601,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
25,Private,189818,HS-grad,9,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,0,0,40,United-States,<=50K
50,Private,29349,Some-college,10,Married-civ-spouse,Sales,Husband,White,Female,0,0,25,United-States,<=50K
28,Private,187275,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
40,Private,208223,Assoc-voc,11,Married-civ-spouse,Sales,Wife,White,Female,0,0,25,Cuba,<=50K
26,Private,120086,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,65,United-States,<=50K
24,Private,142422,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
21,Private,288364,HS-grad,9,Never-married,Machine-op-inspct,Husband,White,Female,0,0,40,United-States,<=50K
35,Private,150447,Assoc-acdm,12,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,<=50K
35,Self-emp-inc,317048,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,60,United-States,>50K
33,Self-emp-not-inc,167656,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,<=50K
23,Private,374097,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,<=50K
29,Private,214850,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,2603,40,United-States,<=50K
35,Private,201866,HS-grad,9,Divorced,Other-service,Husband,White,Female,0,0,40,United-States,<=50K
35,Self-emp-not-inc,68779,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,30,United-States,<=50K
23,Private,179175,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
61,Private,205458,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,28061,Bachelors,13,Married-spouse-absent,Exec-managerial,Husband,White,Female,0,0,40,United-States,<=50K
24,Private,93684,9th,5,Married-spouse-absent,Machine-op-inspct,Own-child,Other,Female,594,0,11,El-Salvador,<=50K
32,State-gov,255060,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,<=50K
19,Private,257575,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,28,United-States,<=50K
37,Private,217983,Some-college,10,Never-married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
18,Private,212265,11th,7,Never-married,Handlers-cleaners,Other-relative,Black,Male,0,0,40,United-States,<=50K
53,Private,148336,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
43,Federal-gov,102767,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Black,Male,0,0,48,United-States,<=50K
68,Private,187729,Assoc-acdm,12,Divorced,Exec-managerial,Husband,White,Female,0,0,45,United-States,<=50K
27,Private,300761,Some-college,10,Never-married,Exec-managerial,Other-relative,White,Female,0,0,45,United-States,<=50K
40,Local-gov,111258,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,60,United-States,<=50K
34,Private,98879,HS-grad,9,Divorced,Adm-clerical,Husband,White,Female,0,0,37,United-States,>50K
22,Private,195800,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,45,United-States,<=50K
28,Self-emp-not-inc,306911,Prof-school,15,Never-married,Prof-specialty,Husband,White,Male,2176,0,40,United-States,<=50K
37,Private,110177,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,40,United-States,>50K
53,Private,299247,Some-college,10,Married-civ-spouse,Sales,Wife,White,Male,0,0,48,United-States,>50K
17,Private,369101,11th,7,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
51,Private,125665,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
53,Private,186509,HS-grad,9,Divorced,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
46,Local-gov,35661,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,60,United-States,<=50K
60,Private,37479,HS-grad,9,Married-civ-spouse,Farming-fishing,Wife,Asian-Pac-Islander,Female,0,0,35,Japan,<=50K
65,Private,131187,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,65,United-States,<=50K
40,Private,140092,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,40,United-States,<=50K
27,Private,232235,HS-grad,9,Separated,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
49,Self-emp-inc,251632,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Male,0,0,50,Taiwan,>50K
20,Private,245230,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,28,United-States,<=50K
54,Self-emp-inc,179792,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
35,Private,223292,9th,5,Never-married,Sales,Husband,Black,Female,0,0,36,United-States,<=50K
33,Local-gov,18927,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,56,England,>50K
27,Local-gov,167135,Some-college,10,Married-civ-spouse,Protective-serv,Wife,Other,Female,0,0,40,United-States,<=50K
39,State-gov,179892,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,194886,HS-grad,9,Never-married,Sales,Husband,White,Male,0,0,30,United-States,<=50K
25,Private,129131,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,2339,40,El-Salvador,<=50K
22,Federal-gov,61810,Some-college,10,Never-married,Exec-managerial,Husband,Black,Male,0,0,40,United-States,<=50K
25,Private,326154,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,48,United-States,<=50K
57,Private,176592,HS-grad,9,Widowed,Sales,Husband,White,Male,3325,0,48,United-States,<=50K
18,Private,145373,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
22,Private,366252,Some-college,10,Never-married,Sales,Other-relative,White,Female,0,0,40,United-States,<=50K
47,State-gov,950611,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,United-States,<=50K
20,Private,174145,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
34,Private,217478,HS-grad,9,Divorced,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
42,State-gov,228566,Bachelors,13,Divorced,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
48,Self-emp-not-inc,260617,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,20,United-States,<=50K
68,Private,255426,11th,7,Divorced,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,145563,10th,6,Married-civ-spouse,Transport-moving,Wife,White,Male,0,0,40,United-States,<=50K
34,Private,178668,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,1564,40,Philippines,>50K
46,Local-gov,172485,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
31,Private,124517,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
38,Private,104271,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Nicaragua,<=50K
40,Private,100939,Assoc-voc,11,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
63,Self-emp-inc,149595,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
37,Private,109205,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
59,Private,210927,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K
39,Private,239154,10th,6,Divorced,Other-service,Husband,Black,Female,0,0,24,United-States,<=50K
40,Private,137809,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,236287,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,48,United-States,<=50K
21,Private,201212,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
29,State-gov,403071,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,180167,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Female,0,0,40,United-States,<=50K
25,Private,263551,Some-college,10,Never-married,Transport-moving,Husband,White,Male,0,0,20,United-States,<=50K
54,Private,342624,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,<=50K
23,Private,120548,HS-grad,9,Never-married,Adm-clerical,Husband,White,Female,0,0,40,United-States,<=50K
35,Private,253639,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30,United-States,<=50K
29,Self-emp-not-inc,105206,HS-grad,9,Separated,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
19,Private,226504,10th,6,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,30,United-States,<=50K
47,Self-emp-inc,77862,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5013,0,40,United-States,<=50K
37,Private,276493,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,40,Taiwan,<=50K
22,Private,146764,Preschool,1,Never-married,Farming-fishing,Other-relative,White,Male,0,0,24,Mexico,<=50K
30,Private,260851,Preschool,1,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,Mexico,<=50K
28,Private,258635,Some-college,10,Divorced,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
18,Private,202133,11th,7,Never-married,Adm-clerical,Own-child,White,Male,0,0,15,United-States,<=50K
39,Local-gov,77146,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,55,United-States,<=50K
37,Private,210976,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,56,United-States,<=50K
55,Private,142444,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Cuba,<=50K
40,Private,112629,1st-4th,2,Married-spouse-absent,Sales,Own-child,White,Female,0,0,8,Mexico,<=50K
38,Private,234954,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,>50K
76,Private,115918,HS-grad,9,Widowed,Other-service,Husband,White,Female,0,0,24,United-States,<=50K
29,Self-emp-not-inc,98618,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,35,United-States,<=50K
30,Private,194306,Prof-school,15,Never-married,Exec-managerial,Own-child,White,Male,0,0,50,United-States,<=50K
41,Private,133607,HS-grad,9,Married-spouse-absent,Craft-repair,Husband,White,Male,0,0,40,Poland,<=50K
28,Private,126173,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
56,Private,102538,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
44,Private,139035,HS-grad,9,Married-civ-spouse,Tech-support,Wife,Black,Female,0,0,38,United-States,<=50K
35,Private,227129,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
55,Private,186063,Some-college,10,Widowed,Adm-clerical,Husband,White,Female,0,0,40,United-States,<=50K
32,Private,385512,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,United-States,<=50K
46,Private,203723,5th-6th,3,Widowed,Machine-op-inspct,Husband,White,Female,0,0,40,Mexico,<=50K
39,Local-gov,25816,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
38,Private,213691,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,3464,0,40,Mexico,<=50K
42,Local-gov,425688,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,37,United-States,<=50K
51,Local-gov,165697,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,70,United-States,>50K
37,Private,262198,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
27,Private,270099,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
53,Private,97291,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
24,Private,248855,Bachelors,13,Never-married,Other-service,Husband,White,Male,0,0,37,United-States,<=50K
40,Private,121696,11th,7,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,40,El-Salvador,>50K
40,Private,92624,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
58,Private,268839,10th,6,Never-married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
51,Private,118590,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K
64,Private,120913,HS-grad,9,Married-civ-spouse,Other-service,Other-relative,Other,Male,0,0,40,Mexico,<=50K
40,Local-gov,186202,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,<=50K
35,Private,230671,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
64,Private,167274,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,32,United-States,<=50K
29,Self-emp-not-inc,107168,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
26,Private,258821,9th,5,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
38,Private,177533,HS-grad,9,Divorced,Sales,Husband,White,Male,0,0,40,United-States,>50K
22,Private,103086,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
47,Private,175004,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,35,United-States,<=50K
55,Private,150698,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,48,United-States,<=50K
30,Private,227454,HS-grad,9,Never-married,Other-service,Husband,Black,Female,0,0,40,United-States,<=50K
45,Private,320943,11th,7,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0,0,40,United-States,<=50K
49,Private,27504,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
37,Private,352695,HS-grad,9,Divorced,Craft-repair,Husband,White,Female,0,0,50,United-States,<=50K
22,Private,228430,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,Puerto-Rico,<=50K
28,Private,173485,Some-college,10,Divorced,Sales,Husband,White,Female,0,0,40,Mexico,<=50K
47,Private,204962,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
38,Private,191683,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
42,Self-emp-not-inc,101808,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,<=50K
31,Private,154257,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
22,Private,168286,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,0,0,30,United-States,<=50K
26,Private,165984,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Female,0,0,40,United-States,<=50K
37,Private,136914,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,40,United-States,>50K
28,Private,143494,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,56,United-States,<=50K
21,Private,98244,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
47,Federal-gov,102188,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,52,United-States,>50K
39,Private,113394,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,<=50K
43,Private,246781,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
34,Self-emp-inc,41120,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Male,0,0,60,United-States,<=50K
29,Private,273542,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
30,Private,151761,Some-college,10,Divorced,Adm-clerical,Husband,Black,Female,0,0,40,United-States,<=50K
23,Private,144331,12th,8,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K
36,Local-gov,190179,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,55,United-States,<=50K
22,Private,190045,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,<=50K
39,Self-emp-not-inc,138398,Masters,14,Never-married,Prof-specialty,Husband,White,Female,0,0,50,United-States,<=50K
35,Private,37321,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
40,Private,139526,HS-grad,9,Divorced,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K
44,Private,88899,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,52,United-States,<=50K
17,Private,105229,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
44,Private,48840,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
23,Private,174876,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
55,Private,223940,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,15,United-States,<=50K
23,Private,190898,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,24,United-States,<=50K
23,Private,174034,Bachelors,13,Never-married,Exec-managerial,Husband,White,Female,0,0,40,United-States,<=50K
57,Private,215794,Bachelors,13,Divorced,Exec-managerial,Husband,White,Female,0,0,45,United-States,>50K
41,Private,524718,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K
63,Private,85063,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,216137,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30,United-States,<=50K
54,Local-gov,230155,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Portugal,<=50K
39,Local-gov,19429,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
21,Private,246353,HS-grad,9,Never-married,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
33,Self-emp-inc,121180,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,2829,0,65,United-States,<=50K
38,Private,312793,Bachelors,13,Never-married,Adm-clerical,Husband,White,Male,0,1092,40,United-States,<=50K
56,Private,54162,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,<=50K
22,Private,289625,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,Mexico,<=50K
26,Private,526530,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,60,United-States,<=50K
28,Private,144202,Bachelors,13,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,16,United-States,<=50K
62,Private,96062,10th,6,Widowed,Handlers-cleaners,Husband,White,Female,0,0,40,United-States,<=50K
38,Local-gov,150289,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,6,United-States,<=50K
54,Self-emp-not-inc,75473,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Female,0,0,70,United-States,>50K
51,Private,198921,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,<=50K
21,Private,154824,HS-grad,9,Never-married,Tech-support,Other-relative,Black,Male,2174,0,40,United-States,<=50K
36,Private,179574,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
46,Self-emp-inc,59542,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,35,United-States,>50K
48,Private,133052,HS-grad,9,Divorced,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
51,Self-emp-inc,59542,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1977,50,United-States,>50K
25,Private,56486,Some-college,10,Never-married,Adm-clerical,Husband,White,Female,0,0,28,United-States,<=50K
19,Private,218676,11th,7,Never-married,Sales,Own-child,Black,Female,0,0,10,United-States,<=50K
47,Private,287878,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
59,Self-emp-inc,29045,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,>50K
24,Private,163002,Some-college,10,Married-civ-spouse,Sales,Wife,Black,Female,0,0,40,United-States,<=50K
19,Private,213069,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
42,Private,185450,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Italy,<=50K
64,Private,105797,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2635,0,40,United-States,<=50K
22,Private,157913,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,44,United-States,>50K
31,Private,213985,Assoc-voc,11,Married-civ-spouse,Other-service,Wife,White,Male,0,0,42,United-States,<=50K
53,Private,76041,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1740,40,United-States,<=50K
26,Private,58441,Bachelors,13,Never-married,Other-service,Husband,White,Female,0,0,20,United-States,<=50K
